"","name_text","id","more_info","desc","emails","category","logo","fb"
"768","Surgery Interest Group at the UW School of Medicine","grpl_e566474c0e0303ade73dc2cc9bf4e504","?mode=form&id=e566474c0e0303ade73dc2cc9bf4e504&tab=profile","The purpose of SIG is to promote student interest in surgery, network with surgeons in various subspecialties and maintain mentoring relationships with surgeons in the Department of Surgery at the University of Washington and in private practice.","uwsig@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/47b/47b300f239f821f855f9ff46897ff28e.png","https://www.facebook.com/UWSOMSIG/?fref=ts&ref=br_tf"
"769","Sustainability Action Network at the University of Washington ","grpl_b8409a587b0aa0d0b9ee8e1560987ac0","?mode=form&id=b8409a587b0aa0d0b9ee8e1560987ac0&tab=profile","It shall be the purpose of this organization to bring together a diverse array of student organizations under the three main pillars of intersectional sustainability: environment, economy, and democracy (society and government). We are working to create a movement across campus embodying and involving the broader student body on this notion for social, political, economic, and environmental sustainability.","sanuw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/18a/18a8e89a895def9e73e24142ae5061f5.png",NA
"770","Swara at the University of Washington","grpl_9bf222a2f2234206646b363f9a1fa3b0","?mode=form&id=9bf222a2f2234206646b363f9a1fa3b0&tab=profile","The purpose of this club is to promote and foster the interest of all types of Indian classical music. ","swara@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/ede/eded9dbf0b8762e35e1dc9628eb171ac.png",NA
"771","Swing Kids at UW","grpl_205167f50ce8114c3cfe241d1576e4dd","?mode=form&id=205167f50ce8114c3cfe241d1576e4dd&tab=profile","Swing Kids at UW seeks to teach swing dancing, provide a social network, and foster creativity and a love for dancing.","swingkd@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/ed2/ed21aed4358fbf8c1c779aa40d656812.jpg","Swing Kids at UW"
"772","Synapse at the University of Washington ","grpl_12f143b5261ea9774b6e78ae00f40839","?mode=form&id=12f143b5261ea9774b6e78ae00f40839&tab=profile","The simple and unifying purpose of Synapse is to foster a strong sense of community among individuals with traumatic brain injuries. We bring together those who have traumatic brain injuries in a supportive environment where lasting, meaningful relationships can be made. ","brainuw@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/7bb/7bbe83067ce8507c2b40b6c8c235ce49.png","Synapse at the University of Washington"
"773","Synaptech","grpl_7c47c267849cb208f5dd2396baea3c49","?mode=form&id=7c47c267849cb208f5dd2396baea3c49&tab=profile","Synaptech is a club dedicated to integrating neuroscience, neural engineering, and ethics. We aim to:
-Promote conversation and collaboration on the topic of neural engineering and related ethical issues
-Keep members apprised and engaged with UW Institute for Neuroengineering and Center for Sensorimotor Neural Engineering. Both of these organizations are leaders in the field of neural engineering and are located at the University of Washington campus. These organizations offer events, funding, and other resources that may be of interest to members. 
-Provide exposure to using CSNE equipment for undergrad projects, including EEGs and other neuroscience and hacking tools
-Offer talks from graduate students, researchers, clinicians, and neuroethicists engaged in the field of neural engineering
-Hold workshops on potential career paths in neural engineering and related fields 
-Assist with or lead outreach events with schools or events like engineering discovery days 
-Help people who want to get involved with undergraduate research in neural engineering, neuroscience (computational), or neuroethics at the UW 
Our club has no regularly scheduled meeting time due to the varied nature of the events we hold. The best way to get involved is to join our mailing list:
https://mailman1.u.washington.edu/mailman/listinfo/synaptech
Questions about the club can be directed to bpedigo@uw.edu","axon@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/1e3/1e3f6c972929a0503fcd27a9611c7708.jpg",NA
"774","Taiko Kai","grpl_1cbf36b92750592c2b61c62c0f431458","?mode=form&id=1cbf36b92750592c2b61c62c0f431458&tab=profile","Our goal is to promote and spread Japanese culture through the art of traditional Japanese drumming. We hope to evoke a sense of pride, heritage, and social understanding while attaining an appreciation for Japanese culture.","uwtaiko@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/33c/33ca90a1c24dec4ba2a2899f07bb6293.jpg","https://www.facebook.com/uwtaikokai/?fref=ts"
"775","Taiwanese Overseas Student Association","grpl_de3abf5cd31cfb73cade04d262bf2068","?mode=form&id=de3abf5cd31cfb73cade04d262bf2068&tab=profile","We are here to promote the awarennes of Taiwanese culture in foreign communities and help Taiwanese students, both graduate and undergraduate, to have a smooth transition in UW.","tosa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/c05/c055a679fedee6be3fe393bbf108cdef.png","https://www.facebook.com/uwtosa/?fref=ts"
"776","Taiwanese Student Association","grpl_1bb054eb28907834a42ab8051645a79f","?mode=form&id=1bb054eb28907834a42ab8051645a79f&tab=profile","The mission of our organization is to raise the awareness of the Taiwanese culture through events that we hope are enjoyable, entertaining, and inviting for the UW community.","tsauw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/1e5/1e5c0280bb6e64a1b3e09a86391407f6.jpg",NA
"777","Taiwanese Youth Alliance of Pacific Northwest","grpl_b74b7d2ebe599c09b5a29d38040ff39c","?mode=form&id=b74b7d2ebe599c09b5a29d38040ff39c&tab=profile","TYAPN is a nonprofit organization. Our mission is to advance Taiwanese youth’s abilities through unity to achieve the goal of increasing Taiwanese overseas students’ contributions and positive impacts on Taiwanese society.","tyapn@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/19e/19e9aaf76ced8ae2b4c734cf987d1480.png","https://www.facebook.com/tyapn"
"778","Tango Club at University of Washington","grpl_a6b4b8aa565f9765b5138952e5bed47c","?mode=form&id=a6b4b8aa565f9765b5138952e5bed47c&tab=profile","To facilitate a community of argentine tango dancers at the University of Washington and encourage learning and improvement in both new and experienced dancers with the goal of stimulating a young tango community in Seattle, and uniting a group of avid tango dancers. We will accomplish this by holding weekly beginners Practicás and at least yearly Milongas. These events will be used to help build connections to the Seattle tango community and become a uniting leader in the national student tango community. It is mostly important that we aspire to create a welcoming and creative environment for dancers of all skill levels","uwtango@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/e12/e120b610a0e2b610563d70450d7203f3.bmp","https://www.facebook.com/uw.tango.club"
"779","Tau Beta Pi Washington Alpha Chapter","grpl_f31cd7317342578af98906fc63a7b4b8","?mode=form&id=f31cd7317342578af98906fc63a7b4b8&tab=profile","As the only honor society for engineers in all disciplines, Tau Beta Pi:
• Recognizes academic and professional excellence rooted in personal integrity,
• Promotes a well-rounded education essential for success,
• Provides opportunities for leadership development and promotes lifelong learning,
• Cultivates a community of dedicated high achievers.","tbpeng@uw.edu","HONORARY","https://uws-community.symplicity.com/files/e82/e82114bfdc27b3662ab8311c59192d0c.png","https://www.facebook.com/groups/1486291895018088/"
"780","Tau Kappa Epsilon","grpl_93ec9f44ba9b9919783b52136ba7de5f","?mode=form&id=93ec9f44ba9b9919783b52136ba7de5f&tab=profile","TKE contributes to the advancement of society through the personal growth of our members, and service to others.","uwtke@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/5e4/5e4eab74c635332c9734a7f7fb593c03.png",NA
"781","Tax Law Association at the University of Washington","grpl_ba6a1fe3d461b0e2f6bcc6e97695ed93","?mode=form&id=ba6a1fe3d461b0e2f6bcc6e97695ed93&tab=profile","To connect students and faculty with the area of Taxation Law.","tlauw@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/14c/14c606637b0f444690209f8a9c25ef7d.png","UW Tax Law Association"
"782","Tea Club","grpl_b2e276a12f5fd26d82129e36a372f08b","?mode=form&id=b2e276a12f5fd26d82129e36a372f08b&tab=profile","Our goal is to spread a love for tea of all sorts, as well as educating students about many varieties of tea and methods of consumption",NA,"SPECIAL INTEREST","https://uws-community.symplicity.com/files/18c/18cefe7f82249ac0f7a7f4cd0b79276b.jpg",NA
"783","Teach for America Recruitment Team","grpl_9c41dc7be274b24b6d5aacbc10a020ad","?mode=form&id=9c41dc7be274b24b6d5aacbc10a020ad&tab=profile","To spread awareness about educational inequity in our country and promote opportunities for graduates within Teach For America.","tfauw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/ba3/ba36a2f33615d92a2fd44cc41f67fecb.png","https://www.facebook.com/TFAatUW/?ref=aymt_homepage_panel"
"784","Teach for China UW Chapter","grpl_a85bceb2d986409cf8f46c7c82b05046","?mode=form&id=a85bceb2d986409cf8f46c7c82b05046&tab=profile","Help children/students in impoverished area of China by recruiting undergraduate/graduate students to be their teacher.","uwtfc@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/aa3/aa3e18da244ed338311779cf71c8d569.jpg","https://www.facebook.com/TFCUW/?fref=ts"
"785","Team One Love Washington","grpl_f899b7881f235979eb5dd8dec4cef431","?mode=form&id=f899b7881f235979eb5dd8dec4cef431&tab=profile","Team One Love exists for one reason:
Yeardley Love was killed and her death was avoidable if anyone in her life had truly understood the unhealthy and increasingly dangerous relationship behaviors they were seeing.
At One Love, we believe that the more we know about how to identify and navigate healthy and unhealthy relationship behaviors, the less likely we will end up in abusive relationships.","tolw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/73d/73dc830d71515a60a91fe7d45b5dc206.jpg","One Love Foundation"
"786","Tech++ UW","grpl_52062a24ce0a313d5253c1408c263aa2","?mode=form&id=52062a24ce0a313d5253c1408c263aa2&tab=profile","Tech++ empowers students to take their career to the next level by capitalizing on technology. We aim to increase diversity in other fields by stretching technology into various sectors.","techplus@uw.edu","SCIENCES","https://uws-community.symplicity.com/files/904/9041ee821bf6299c9b2a06e19149c2b4.png","www.facebook.com/techplusx2"
"787","Technical Association of Pulp and Paper Industry, University of Washington Student Chapter","grpl_7c978ac93cfc6a8cd1159eb2d75c29ec","?mode=form&id=7c978ac93cfc6a8cd1159eb2d75c29ec&tab=profile","To promote the curricular, professional, and social development of University of Washington students majoring in Bioresource Science and Engineering.","tappi@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/1d0/1d0e59647ca255f1ba4d1154e8555611.png","https://www.facebook.com/groups/704049312940442/"
"788","Technology and Business Association","grpl_90e4e1803a0efb24eea21160baa17871","?mode=form&id=90e4e1803a0efb24eea21160baa17871&tab=profile","We aim to provide a platform for people to exchange ideas about business and technology, and also for people to gain knowledge and experience that benefits their future career.","tbauw@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/1c0/1c01bb15552186bd92f9e09bcc7d73e5.jpg","https://www.facebook.com/TechnologyandBusinessAssociation/"
"789","Technology Law Society","grpl_569db80d2138eeac37c73c9afbf6f68b","?mode=form&id=569db80d2138eeac37c73c9afbf6f68b&tab=profile","Establish a network and support structure within the law school for those students interested in Intellectual Property and connect those students to local practitioners.
The Technology Law Society works to bring the technology related legal resources of both the law school and surrounding community to the student body. The topics covered under technology are broad, including biotechnology, privacy, public interest, e-commerce and intellectual property. Sponsored events have included how to choose technology related classes, technology law reading groups and finding a job in the technology field. ","techlaws@uw.edu","LAW","https://uws-community.symplicity.com/files/d8b/d8b1b0ffecf91a30f9afd28ceef96bf1.jpeg",NA
"790","TEDxUofW","grpl_ee37526e9324b8ccd819d6cec9406558","?mode=form&id=ee37526e9324b8ccd819d6cec9406558&tab=profile","We are an organization hosting TED talks under the TED licensing, that serve to gather the community and inspire change through innovative discussions. Every year we host the TEDxUofW conference at the end of the year, and have a group of volunteer students who are apart of the RSO, planning the event in the months leading up to it.","tedxuofw@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/aaf/aaf233181b7a4ce23000ea7952b1904f.jpg","https://www.facebook.com/TEDxUofW/"
"791","Tent City Collective","grpl_b3906b6b2fd7567ed84f8f39431421b5","?mode=form&id=b3906b6b2fd7567ed84f8f39431421b5&tab=profile","To create conversations and actions meant to eradicate homelessness and advocate for affordable housing through fostering relationships between the UW student body and those experiencing homelessness.","tentcity@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/c1e/c1e646d3acdbfd6e593f072ecd01e65c.png",NA
"792","Thai Student Association","grpl_c112f9f7cc415e6106d157b72307a7dc","?mode=form&id=c112f9f7cc415e6106d157b72307a7dc&tab=profile","ThaiSA is established to promote knowledge of Thai culture, traditions, and to foster ties between Thai students at the UW and the UW community. ThaiSA hosts cultural events and activities in which the student body is welcomed to join.","thaisa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/6e4/6e48afd1552705a4d25f4aa1b7c45e09.png","https://www.facebook.com/thaisauw"
"793","The Analog Society","grpl_98949c1c90654eb4c9fba45ce0eb84bf","?mode=form&id=98949c1c90654eb4c9fba45ce0eb84bf&tab=profile","To increase the accessibility and opportunity students have to work with analog photography while increasing our understanding and appreciation of such art. ","analoguw@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/b93/b9318dd5f3db3814a3ee15a732d37d25.jpg","https://www.facebook.com/groups/TheAnalogSociety1"
"794","The Association of Chemical Engineering Graduate Students","grpl_3b60031c2a4a6954e99c233c2d1b4aca","?mode=form&id=3b60031c2a4a6954e99c233c2d1b4aca&tab=profile","The purpose of ACES is to improve the lives of chemical engineering graduate students as well as foster a supportive and rewarding community by organizing community outreach, professional development, and social events. ","acesuw@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/9a3/9a3063097ec687bfec3a3fa0f8408780.png",NA
"795","The Cadet Association","grpl_ea8dfce31c73a05a757c8800230099af","?mode=form&id=ea8dfce31c73a05a757c8800230099af&tab=profile","The purpose of this organization is to raise money for events that improve the morale and welfare through recreation for the cadets of AFROTC Detachment 910 at the University of Washington.","det910ca@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/21c/21c2b4ed332572f60df3acd799e21eef.png",NA
"796","The Class of 2020 at the University of Washington School of Dentistry","grpl_25909bb2565569886839d82740f20466","?mode=form&id=25909bb2565569886839d82740f20466&tab=profile","It shall be the purpose of this organization to inform and interact with the community with respect to oral health issues and concerns. Additionally, this organization promotes class involvement and a high degree of professionalism through relations with other classes at the University of Washington School of Dentistry.","uwsod20@uw.edu","HEALTH SCIENCES","https://uws-community.symplicity.com/files/75e/75ec1601a229d55828480ec81b43b491.jpg",NA
"797","The Classics, Medieval, and Early Modern Studies Group at the University of Washington","grpl_83aadc1d5de3ce8f6c939e70c55ca4e7","?mode=form&id=83aadc1d5de3ce8f6c939e70c55ca4e7&tab=profile","It shall be the purpose of this organization to foster collaboration between disciplines on
topics concerning Classical and Late Antiquity, the Middle Ages, and the Early Modern period by bringing
together classicists, medievalists, and early modernists from diverse departments on campus and the
community. Recognizing that scholars can become isolated in their own subject area, we believe that by
bringing these varied perspectives together on a regular basis, we enrich our work and identify new and
profitable avenues for collaboration and research. In addition to this collaborative work, CMEMS serves
as an advocate for the continued importance of pre-modern subjects at the University of Washington and
in the Pacific Northwest.","cmems@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/164/16416dfc91a467471c78a11e3c9aaee6.jpg",NA
"798","The Fishwrapper","grpl_9b27e7d99d0fbeaa5d14260eaf63dda6","?mode=form&id=9b27e7d99d0fbeaa5d14260eaf63dda6&tab=profile","To have a laugh","fishwrap@uw.edu","RECREATION","https://uws-community.symplicity.com/files/2bf/2bfa82024c49717bfcf1f2fc039cf7af.jpg",NA
"799","The German Club at the UW","grpl_8e307cea26c3d97c863704456824fbd3","?mode=form&id=8e307cea26c3d97c863704456824fbd3&tab=profile","To promote the use and learning of the German language and create a community that is passionate about German at the UW.","germancl@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/a1d/a1d65ea1d4d4a94c83a0ed7817968a88.png","https://www.facebook.com/germanclubuw/"
"800","The Golf Club at UW","grpl_2956f06bebff0ccb85ad87866263aa53","?mode=form&id=2956f06bebff0ccb85ad87866263aa53&tab=profile","It shall be the purpose of this organization to provide a community for students at the University of Washington who wish to meet others who share their interest in the game of golf. This organization will support those who join by offering them a place to practice golf and thereby hone their skills as a golfer and overall focus as a student.","golfclub@uw.edu","SPORTS","https://uws-community.symplicity.com/files/32f/32ff9173e17204737ba97a3a5ff2e2fc.jpg","https://www.facebook.com/groups/1584600494917913/"
"801","The Husky HOPE Project","grpl_42dfa0d7c47f0e95d4dc5279193547df","?mode=form&id=42dfa0d7c47f0e95d4dc5279193547df&tab=profile","The Husky Hope Project exist to help chronically ill people in the community by restoring their hope, listen to their stories, and showing that we and other members of the community care. We create connection between the patient and the researchers who are trying to solve their specific issues. While giving them hope, we educate the patients and ourselves about cutting edge research in the field, and give researchers the patient's perspective and connection they so often need.","hhope@uw.edu","HEALTH SCIENCES","https://uws-community.symplicity.com/files/9b0/9b0a9e0dcaeb4b9f27384d1edf0f26b2.png",NA
"802","THE KOMPANY","grpl_beb2d8b17b2a75380d01c5314a792a70","?mode=form&id=beb2d8b17b2a75380d01c5314a792a70&tab=profile","THE KOMPANY is a K-Pop dance company formed to provide learning opportunities for those interested in K-Pop and Hip-Hop dance, as well as performing and filming opportunities for those interested in participating in video dance covers. The organization is open to all interested, regardless of their dance experience or background. ","kompany@uw.edu ","PERFORMING","https://uws-community.symplicity.com/files/cf2/cf2cb838fea5cc027c1f64e93031e3b6.jpg","https://www.facebook.com/thekompanyuw/"
"803","The National Society of Leadership and Success","grpl_839c041ef5d75f6408bda732b0927fe0","?mode=form&id=839c041ef5d75f6408bda732b0927fe0&tab=profile","The Society is an organization that helps people discover and achieve their goals. The Society offers life-changing lectures from the nation's leading presenters and a community where like-minded, success-oriented individuals come together and help one another succeed. The Society also serves as a powerful force of good in the greater community by encouraging and organizing action to better the world.","thensls@uw.edu","HONORARY","https://uws-community.symplicity.com/files/3de/3deb88fded220d55ce56dac8164d97df.png","https://www.facebook.com/theNSLS/?fref=ts"
"804","The Purple Group","grpl_7c5d3892b35437c25de7bfb815ef7588","?mode=form&id=7c5d3892b35437c25de7bfb815ef7588&tab=profile","The Purple Group is a peer support network of undocumented students that meets monthly to foster community building, connect with allies, share resources, participate in workshops, and discuss issues affecting immigrant communities locally as well as across the country and the world","undocupu@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/cc5/cc58373ec8bb37f0e1401880ff75300f.png",NA
"805","The Real Estate Club at UW","grpl_868cf2a9eea9eb5b7061d7c045d97ba1","?mode=form&id=868cf2a9eea9eb5b7061d7c045d97ba1&tab=profile","The purpose of this club is to promote awareness in the field of real estate development and investment through seminars, field trips, guest speakers, and hands-on learning opportunities. The club will also provide students with a look at potential careers in the field, and give them an opportunity to network with local industry leaders. ",NA,"BUSINESS","https://uws-community.symplicity.com/files/b14/b14cae60b4074b3982a1ce426221caf9.png",NA
"806","The Sanctuary","grpl_848d16140d504d8c17658f4c0cb409b0","?mode=form&id=848d16140d504d8c17658f4c0cb409b0&tab=profile","A Christian community open to all, welcoming the full diversity of students at UW. We aim to do justice, love kindness, and walk humbly.","lecmuw@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/7a9/7a968f7a24e9af296e0bff4d1036d4d4.png","https://www.facebook.com/sanctuaryuw/"
"807","The Sisterhood of Pi Nu Iota","grpl_721b9c090839716f7c387e8c8c9ec35e","?mode=form&id=721b9c090839716f7c387e8c8c9ec35e&tab=profile","The purpose of the Sisterhood of Pi Nu Iota is to fortify the Filipina through academic excellence, community service, cultural awareness, and female empowerment.","ates@uw.edu","FRATERNITIES & SORORITIES - UGC","https://uws-community.symplicity.com/files/1cb/1cb0a531d3b2cbc831ca719f7b14a57d.png","https://www.facebook.com/pinuiota"
"808","The Society for Bioengineering Graduate Students","grpl_ce3f23f125e5baa4ad5bd926ec78d7b4","?mode=form&id=ce3f23f125e5baa4ad5bd926ec78d7b4&tab=profile","To provide graduate students in the Bioengineering and affiliated departments with a venue in which to interact socially and professionally to grow academic and professional networks while promoting dialogue on the furthering of BioE ventures.","gsbioe@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/b96/b96a97b7902d8f8c76a899e76b5ff93a.png",NA
"809","The Society for Collegiate Leadership & Achievement","grpl_680a74b17778fa1f6febd24355cd9a71","?mode=form&id=680a74b17778fa1f6febd24355cd9a71&tab=profile","The purpose of the Society is to honor undergraduate students’ achievement and empower them to be the leaders of tomorrow. We aim to maximize student potential through our vibrant peer and mentor community and access to our powerful skills development platform.  To achieve this purpose, the Society encourages members to take ownership of their own learning and control of their futures. Students identify their paths, develop personal and academic skills, and build meaningful relationships that transform them into effective leaders.","scla@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/3f1/3f19d136a1d2c6cb4e824a4dc698376c.png","https://www.facebook.com/thescla/timeline"
"810","The Syndicate of Strength","grpl_248e5d440ae9d4f1d9eb0db72dfcb0b1","?mode=form&id=248e5d440ae9d4f1d9eb0db72dfcb0b1&tab=profile","Our RSO is all about helping people becoming more active, either that be in fitness or dieting. We want to help people lift and get to their goal. We are a team who plans also on competition to represent our university, we plan on powerlifting and getting student and people ready. ","synduw@uw.edu","SPORTS","https://uws-community.symplicity.com/files/af9/af967133c3ecb16e0efb3477aeeef7c0.jpg","https://www.facebook.com/groups/225827787434426/"
"811","The Undergraduate Pediatric Interest Group","grpl_06e9b9392febe339c8b342d839bb7335","?mode=form&id=06e9b9392febe339c8b342d839bb7335&tab=profile","To promote, recognize, meet, fundraise and organize student events and community events, related to the fields of pediatrics and pre-health majors","upig@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/4b2/4b2c67763e9fbfb7151d1613cdcdbb7a.jpg",NA
"812","The Washington Journal of Environmental Law and Policy","grpl_862ba45a092683ebe31c9cae42caf168","?mode=form&id=862ba45a092683ebe31c9cae42caf168&tab=profile","The Washington Journal of Environmental Law & Policy (WJELP) is a student-run and peer-reviewed journal publishing twice a year and supporting an investigative and interdisciplinary approach to analyzing environmental legal issues important to the Pacific Northwest and beyond.
WJELP will showcase the ideas pushing environmental law & policy in the region and across the country.","WJELP@uw.edu","LAW","https://uws-community.symplicity.com/files/328/3288559ab6cdd5261f00e0e16c7bdc4a.png",NA
"813","Theta Chi Fraternity- Alpha Rho","grpl_46c2703f1154a73812fad5c6de58db4c","?mode=form&id=46c2703f1154a73812fad5c6de58db4c&tab=profile","To bind by closer bonds the members to each other, and the mutual benefit and improvement of all members. To create and improve ties of each member to their community of which they reside by selfless service.","thetachi@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/cfb/cfb73b73cc333c3f8743ec6837e51127.jpg","https://www.facebook.com/UWThetaChi/"
"814","Theta Delta Chi","grpl_c41dede56d1c33bc1357aac6c23833d2","?mode=form&id=c41dede56d1c33bc1357aac6c23833d2&tab=profile","Through scholarship, leadership, and a responsible social life, the Brothers of Theta Delta Chi prepare each other to thrive in a changing world. ","tdxhouse@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/254/254893c7a79ef2944375f4c14c08885f.jpg",NA
"815","Theta Tau at the University of Washington","grpl_10f2e463db0890288e34c59b225acc5c","?mode=form&id=10f2e463db0890288e34c59b225acc5c&tab=profile","Theta Tau is a co-ed professional engineering fraternity that aims to create a balance of community service, professional development, and brotherhood/social activities. We are the largest and oldest professional engineering fraternity with over 66 chapters. Our primary goal is to foster an environment that creates an engineering community as well as improving business skills in an industry setting.","thetatuw@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/25a/25a9b3f728ddd99d4bc3f98a05f02b5a.png","https://www.facebook.com/thetatauuw/"
"816","Theta Xi Fraternity","grpl_a7fedc3f6b85ae673ac9adf82ac1cd92","?mode=form&id=a7fedc3f6b85ae673ac9adf82ac1cd92&tab=profile","Dry house","thetaxi@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/909/909c57b0f6cadb70d613c1685dadcdd8.jpg",NA
"817","Toastmasters at UW","grpl_add7eb677d68977e9c36b077dd5623b9","?mode=form&id=add7eb677d68977e9c36b077dd5623b9&tab=profile","The purpose of this organization is to promote excellence in public speaking and provide educational and leadership experience for students.","uwtoast@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/157/157087c822dd068565546dda94f9570e.jpg","https://www.facebook.com/UWToastmasters/?fref=ts"
"818","Transfer Students United","grpl_18611ff1ec39986a460be91c1ce80aa6","?mode=form&id=18611ff1ec39986a460be91c1ce80aa6&tab=profile","The purpose of this RSO is to connect transfer students to one another in support of a successful transition into a large university such as the University of Washington. This organization will provide an encouraging environment, connections to new resources, and serve as a foundation for transfers to begin building bonds with other students. We are looking for new members to join in reviving this past club. We hope to have a strong fellowship among other transfer students.",NA,"ACADEMIC","https://uws-community.symplicity.com/files/5fd/5fdabcaace84281a6c00c834b82c5d84.jpeg",NA
"819","Triangle Fraternity","grpl_4f0d0ee666b7b7dba5790d6a8ddd7d06","?mode=form&id=4f0d0ee666b7b7dba5790d6a8ddd7d06&tab=profile","The purpose of Triangle UW is to create and maintain a fraternity of engineers, architects, and scientists at the University of Washington. It shall carry out its purpose by establishing a chapter that develops balanced men who cultivate high moral character, foster lifelong friendships, and live their lives with integrity.","triangle@uw.edu","FRATERNITIES & SORORITIES - OTHER","https://uws-community.symplicity.com/files/19e/19e9bbdef46caff2e43c41df4b0f5840.png","https://www.facebook.com/washingtontriangle"
"820","Tropicana: Organización Hispanohablantes","grpl_98fa46a1c5f6e6a3ed2c85d660ae6c12","?mode=form&id=98fa46a1c5f6e6a3ed2c85d660ae6c12&tab=profile","To create a support system for latinos for the mutual goal of academic and social adaption. To form a safe environment bent on unifying the various latino culture of our greater UW community. To enrich our latino cultures while providing opportunities for new UW experiences. To provide a bridge between Latino international student and Latino-Americans. Latino international students adapt to the US while the Latino-Americans enrich their culture.","tropi@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/b8a/b8a66f256264c7d60712ebe80961779e.jpeg",NA
"821","Tusubira- We Have Hope","grpl_48c492282ab17090e30b0a3d9905cd83","?mode=form&id=48c492282ab17090e30b0a3d9905cd83&tab=profile","To address issues that perpetuate poverty through providing education and community development programs in rural villages of Uganda. We do this because every youth deserves an opportunity to thrive, to become a contributing member of a healthy and productive community, and to be free from extreme poverty.","twhhuw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/cec/cece41ac6e6b561be95c96b6fc036abc.jpg","Tusubira-we have hope"
"822","Tzu Chi Collegiate Association Seattle Chapter","grpl_83bf75daf26bc5d96ef181153c1bce86","?mode=form&id=83bf75daf26bc5d96ef181153c1bce86&tab=profile","The Tzu Chi Collegiate Association at Seattle (Seattle & UW Tzu Ching) is the service-based collegiate organization that carries out the missions of the Tzu Chi Foundation. The Tzu Ching club provides an opportunity for volunteer work within the local area that is rewarding, meaningful, and manageable during one's busy college life. 
Events include food and hygiene products distribution for the homeless, spending time with the elderly at convalescent homes, participating as a vendor at the annual night market, assisting in Tzu Chi's cultural programs, and many more!
By providing and caring for our school and community, we seek to cultivate ourselves to become better individuals. After all, ""Tzu Ching"" is Chinese for ""compassionate youth,"" and we believe that anyone can bring out the kindness and compassion in their heart. Students of any race and religion are all welcome to join our Tzu Ching family here at Seattle & UW!","tzuchiuw@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/cac/caca04b648860be1e0ff888955387d11.jpg","https://www.facebook.com/tccseattle/"
"823","U Business and Academic Association","grpl_c67adb4d3ee3a5d0bdbf777a21cb3371","?mode=form&id=c67adb4d3ee3a5d0bdbf777a21cb3371&tab=profile","Unicorn Business and Academic Association offers a platform that gathers various resources to help maximize college students’ academic and social experience ","ubaa@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/a57/a570bc2a1af077da376bb49b03fc1222.jpg","https://www.facebook.com/UnicornEducation/?fref=ts"
